   -2.5362305741E+00   -2.5339352942E+00   -2.5316441593E+00   -2.5293571611E+00
   -2.5270743398E+00   -2.5247956417E+00   -2.5225210510E+00   -2.5202505568E+00
   -2.5179841482E+00   -2.5157218143E+00   -2.5134635440E+00   -2.5112093264E+00
   -2.5089591502E+00   -2.5067130045E+00   -2.5044708781E+00   -2.5022327599E+00
   -2.4999986388E+00   -2.4977684989E+00   -2.4955423312E+00   -2.4933201280E+00
   -2.4911018788E+00   -2.4888875731E+00   -2.4866772002E+00   -2.4844707498E+00
   -2.4822682115E+00   -2.4800695747E+00   -2.4778748293E+00   -2.4756839648E+00
   -2.4734969710E+00   -2.4713138377E+00   -2.4691345547E+00   -2.4669591120E+00
   -2.4647874994E+00   -2.4626197066E+00   -2.4604557235E+00   -2.4582955403E+00
   -2.4561391467E+00   -2.4539865330E+00   -2.4518376891E+00   -2.4496926052E+00
   -2.4475512714E+00   -2.4454136779E+00   -2.4432798149E+00   -2.4411496726E+00
   -2.4390232413E+00   -2.4369005113E+00   -2.4347814730E+00   -2.4326661167E+00
   -2.4305544329E+00   -2.4284464120E+00   -2.4263420445E+00   -2.4242413209E+00
   -2.4221442317E+00   -2.4200507675E+00   -2.4179609189E+00   -2.4158746766E+00
   -2.4137920312E+00   -2.4117129735E+00   -2.4096374941E+00   -2.4075655839E+00
   -2.4054972336E+00   -2.4034324341E+00   -2.4013711763E+00   -2.3993134510E+00
   -2.3972592492E+00   -2.3952085618E+00   -2.3931613798E+00   -2.3911176942E+00
   -2.3890774962E+00   -2.3870407767E+00   -2.3850075269E+00   -2.3829777379E+00
   -2.3809514009E+00   -2.3789285071E+00   -2.3769090477E+00   -2.3748930140E+00
